Date,Income,Expense,Category,Mode of Payment,Description,Balance
2022-11-16,277.77,213.38,Health,Credit Card,Doctor appointment,-75648.66
2022-11-16,277.77,22.63,Subscriptions,Cash,Netflix subscription,-75457.91
2022-11-17,0,1322,Investment Loss,N/A,Loss from poor investments,-76759.5
2022-11-17,277.77,257.59,Travel,Amazon Pay,Vacation flight tickets,-77017.09
2022-11-18,0,1368,Investment Loss,N/A,Loss from poor investments,-78107.32
2022-11-18,277.77,26.37,Groceries,Google Pay,Weekly grocery shopping,-78133.69
2022-11-18,277.77,541.41,Health,Amazon Pay,Doctor appointment,-78648.73
2022-11-19,0,933,Investment Loss,N/A,Loss from poor investments,-79330.33
2022-11-19,277.77,1034.89,Rent + Utilities,Credit Card,Utilities payment,-80365.22
2022-11-19,277.77,47.71,Gas,Credit Card,Gas refill for car,-79378.04
2022-11-19,277.77,26.68,Subscriptions,Cash,Amazon Prime,-79357.01
2022-11-19,277.77,240.42,Travel,Google Pay,Vacation flight tickets,-79570.75
2022-11-20,0,540,Investment Loss,N/A,Loss from poor investments,-80942.26
2022-11-20,277.77,1032.39,Rent + Utilities,Cash,Utilities payment,-81974.65
2022-11-20,277.77,18.91,Food,Amazon Pay,Breakfast at diner,-80961.17
2022-11-20,277.77,46.75,Gas,Amazon Pay,Gas refill for car,-80989.01
2022-11-20,277.77,30.53,Groceries,Google Pay,Weekly grocery shopping,-80972.79
2022-11-20,277.77,20.1,Subscriptions,Credit Card,Spotify Premium,-80962.36
2022-11-20,277.77,263.6,Travel,Credit Card,Vacation flight tickets,-81205.86
2022-11-21,0,1420,Investment Loss,N/A,Loss from poor investments,-83496.77
2022-11-21,277.77,1029.82,Rent + Utilities,Amazon Pay,Utilities payment,-84526.59
2022-11-21,277.77,16.71,Food,Cash,Breakfast at diner,-83513.48
2022-11-21,277.77,57.71,Gas,Cash,Gas refill for car,-83554.48
2022-11-21,277.77,27.11,Groceries,Amazon Pay,Restocking pantry items,-83523.88
2022-11-21,277.77,17.91,Subscriptions,Amazon Pay,Spotify Premium,-83514.68
2022-11-22,0,616,Investment Loss,N/A,Loss from poor investments,-84984.26
2022-11-22,277.77,16.93,Food,Amazon Pay,Takeout lunch,-85001.19
2022-11-22,277.77,40.58,Gas,Cash,Gas refill for car,-85024.84
2022-11-23,0,763,Investment Loss,N/A,Loss from poor investments,-85527.0
2022-11-23,277.77,15.27,Food,Amazon Pay,Dinner from restaurant,-85542.27
2022-11-23,277.77,48.73,Gas,Cash,Gas refill for car,-85575.73
2022-11-23,277.77,58.12,Groceries,Cash,Restocking pantry items,-85585.12
2022-11-24,0,902,Investment Loss,N/A,Loss from poor investments,-86273.35
2022-11-24,277.77,13.34,Food,Amazon Pay,Takeout lunch,-86286.69
2022-11-24,277.77,133.51,Health,Credit Card,Doctor appointment,-86406.86
2022-11-24,277.77,23.75,Subscriptions,Cash,Netflix subscription,-86297.1
2022-11-25,0,676,Investment Loss,N/A,Loss from poor investments,-86842.18
2022-11-25,277.77,10.33,Food,Amazon Pay,Breakfast at diner,-86852.51
2022-11-25,277.77,32.61,Groceries,Google Pay,Weekly grocery shopping,-86874.79
2022-11-25,277.77,306.49,Health,Amazon Pay,Hospital bill,-87148.67
2022-11-25,277.77,18.61,Subscriptions,Credit Card,Netflix subscription,-86860.79
2022-11-26,0,1013,Investment Loss,N/A,Loss from poor investments,-87945.45
2022-11-26,277.77,22.29,Subscriptions,Credit Card,Spotify Premium,-87967.74
2022-11-26,277.77,40.03,Miscellaneous,Google Pay,Gift for friend,-87985.48
2022-11-27,0,626,Investment Loss,N/A,Loss from poor investments,-88356.0
2022-11-27,277.77,1021.71,Rent + Utilities,Google Pay,Utilities payment,-89377.71
2022-11-27,277.77,76.18,Groceries,Google Pay,Restocking pantry items,-88432.18
2022-11-27,277.77,400.81,Health,Amazon Pay,Doctor appointment,-88756.81
2022-11-27,277.77,209.44,Travel,Cash,Hotel booking,-88565.44
2022-11-28,0,1498,Investment Loss,N/A,Loss from poor investments,-91284.37
2022-11-28,277.77,23.75,Subscriptions,Credit Card,Amazon Prime,-91308.12
2022-11-28,277.77,221.8,Travel,Google Pay,Hotel booking,-91506.17
2022-11-28,277.77,45.73,Miscellaneous,Credit Card,Bought a book,-91330.1
2022-11-29,0,1021,Investment Loss,N/A,Loss from poor investments,-92318.88
2022-11-29,277.77,1037.24,Rent + Utilities,Cash,Utilities payment,-93356.12
2022-11-29,277.77,69.66,Groceries,Google Pay,Restocking pantry items,-92388.54
2022-11-29,277.77,290.52,Travel,Amazon Pay,Hotel booking,-92609.4
2022-11-30,0,968,Investment Loss,N/A,Loss from poor investments,-94406.53
2022-11-30,277.77,1032.03,Rent + Utilities,Credit Card,Utilities payment,-95438.56
2022-11-30,277.77,11.95,Food,Amazon Pay,Takeout lunch,-94418.48
2022-11-30,277.77,552.44,Health,Google Pay,Doctor appointment,-94958.97
2022-11-30,277.77,18.09,Subscriptions,Google Pay,Netflix subscription,-94424.62
2022-12-01,0,944,Investment Loss,N/A,Loss from poor investments,-88354.17
2022-12-01,277.77,56.85,Gas,Amazon Pay,Gas refill for car,-88411.02
2022-12-01,277.77,21.96,Groceries,Google Pay,Restocking pantry items,-88376.13
2022-12-01,277.77,530.16,Health,Credit Card,Hospital bill,-88884.33
2022-12-01,277.77,23.68,Subscriptions,Google Pay,Amazon Prime,-88377.85
2022-12-01,277.77,44.93,Miscellaneous,Amazon Pay,Bought a book,-88399.1
2022-12-02,0,929,Investment Loss,N/A,Loss from poor investments,-89682.98
2022-12-02,277.77,12.61,Food,Amazon Pay,Dinner from restaurant,-89695.59
2022-12-02,277.77,81.19,Groceries,Google Pay,Weekly grocery shopping,-89764.17
2022-12-02,277.77,514.92,Health,Google Pay,Hospital bill,-90197.9
2022-12-02,277.77,242.61,Travel,Google Pay,Hotel booking,-89925.59
2022-12-03,0,1033,Investment Loss,N/A,Loss from poor investments,-91289.54
2022-12-03,277.77,45.77,Gas,Credit Card,Gas refill for car,-91335.31
2022-12-03,277.77,396.0,Health,Amazon Pay,Doctor appointment,-91685.54
2022-12-03,277.77,14.61,Subscriptions,Credit Card,Amazon Prime,-91304.15
2022-12-03,277.77,259.51,Travel,Google Pay,Vacation flight tickets,-91549.05
2022-12-04,0,1361,Investment Loss,N/A,Loss from poor investments,-93088.66
2022-12-04,277.77,16.44,Food,Credit Card,Dinner from restaurant,-93105.1
2022-12-04,277.77,47.23,Gas,Cash,Gas refill for car,-93135.89
2022-12-04,277.77,50.59,Groceries,Cash,Restocking pantry items,-93139.25
2022-12-05,0,1358,Investment Loss,N/A,Loss from poor investments,-94283.15
2022-12-05,277.77,1035.03,Rent + Utilities,Cash,Utilities payment,-95318.18
2022-12-05,277.77,15.14,Food,Google Pay,Dinner from restaurant,-94298.29
2022-12-05,277.77,41.83,Gas,Amazon Pay,Gas refill for car,-94324.98
2022-12-05,277.77,27.32,Groceries,Google Pay,Weekly grocery shopping,-94310.47
2022-12-06,0,703,Investment Loss,N/A,Loss from poor investments,-95827.7
2022-12-06,277.77,1034.09,Rent + Utilities,Google Pay,Monthly rent,-96861.79
2022-12-06,277.77,17.87,Food,Cash,Dinner from restaurant,-95845.57
2022-12-06,277.77,22.84,Groceries,Credit Card,Restocking pantry items,-95850.54
2022-12-06,277.77,26.51,Subscriptions,Amazon Pay,Amazon Prime,-95854.21
2022-12-06,277.77,21.96,Miscellaneous,Google Pay,Gift for friend,-95849.66
2022-12-07,0,1440,Investment Loss,N/A,Loss from poor investments,-98113.2
2022-12-07,277.77,1024.72,Rent + Utilities,Google Pay,Monthly rent,-99137.92
2022-12-07,277.77,557.44,Health,Amazon Pay,Doctor appointment,-98670.64
2022-12-07,277.77,20.37,Subscriptions,Amazon Pay,Spotify Premium,-98133.57
2022-12-07,277.77,111.79,Travel,Cash,Hotel booking,-98224.99
2022-12-08,0,990,Investment Loss,N/A,Loss from poor investments,-100539.75
2022-12-08,277.77,48.19,Gas,Amazon Pay,Gas refill for car,-100587.94
2022-12-09,0,1239,Investment Loss,N/A,Loss from poor investments,-101549.17
2022-12-09,277.77,1033.52,Rent + Utilities,Amazon Pay,Monthly rent,-102582.69
2022-12-09,277.77,84.73,Groceries,Cash,Weekly grocery shopping,-101633.9
2022-12-09,277.77,18.55,Subscriptions,Credit Card,Amazon Prime,-101567.72
2022-12-09,277.77,66.44,Travel,Amazon Pay,Hotel booking,-101615.61
2022-12-10,0,574,Investment Loss,N/A,Loss from poor investments,-103048.64
2022-12-10,277.77,1037.09,Rent + Utilities,Google Pay,Utilities payment,-104085.73
2022-12-10,277.77,52.26,Gas,Cash,Gas refill for car,-103100.9
2022-12-10,277.77,539.26,Health,Cash,Hospital bill,-103587.9
2022-12-10,277.77,15.51,Subscriptions,Credit Card,Spotify Premium,-103064.15
2022-12-10,277.77,35.52,Miscellaneous,Google Pay,Bought a book,-103084.16
2022-12-11,0,1022,Investment Loss,N/A,Loss from poor investments,-105472.51
2022-12-11,277.77,17.4,Food,Cash,Takeout lunch,-105489.91
2022-12-11,277.77,574.61,Health,Google Pay,Hospital bill,-106047.12
2022-12-11,277.77,75.7,Travel,Cash,Hotel booking,-105548.21
2022-12-12,0,1042,Investment Loss,N/A,Loss from poor investments,-106904.45
2022-12-12,277.77,1026.15,Rent + Utilities,Credit Card,Monthly rent,-107930.6
2022-12-12,277.77,98.84,Groceries,Cash,Restocking pantry items,-107003.29
2022-12-12,277.77,26.78,Subscriptions,Credit Card,Spotify Premium,-106931.23
2022-12-12,277.77,103.65,Travel,Amazon Pay,Vacation flight tickets,-107008.1
2022-12-13,0,1415,Investment Loss,N/A,Loss from poor investments,-109297.1
2022-12-13,277.77,60.2,Groceries,Credit Card,Restocking pantry items,-109357.3
2022-12-14,0,772,Investment Loss,N/A,Loss from poor investments,-109851.53
2022-12-14,277.77,16.04,Food,Credit Card,Breakfast at diner,-109867.57
2022-12-14,277.77,316.38,Health,Google Pay,Doctor appointment,-110167.91
2022-12-14,277.77,79.39,Travel,Google Pay,Hotel booking,-109930.92
2022-12-15,0,1467,Investment Loss,N/A,Loss from poor investments,-111452.57
2022-12-15,277.77,1038.24,Rent + Utilities,Cash,Monthly rent,-112490.81
2022-12-15,277.77,12.28,Food,Amazon Pay,Takeout lunch,-111464.85
2022-12-15,277.77,43.09,Gas,Amazon Pay,Gas refill for car,-111495.66
2022-12-15,277.77,18.57,Subscriptions,Google Pay,Spotify Premium,-111471.14
2022-12-15,277.77,113.07,Travel,Credit Card,Vacation flight tickets,-111565.64
2022-12-15,277.77,26.32,Miscellaneous,Credit Card,Bought a book,-111478.89
2022-12-16,0,1358,Investment Loss,N/A,Loss from poor investments,-113784.37
2022-12-16,277.77,550.12,Health,Credit Card,Doctor appointment,-114334.49
2022-12-16,277.77,17.92,Subscriptions,Google Pay,Netflix subscription,-113802.29
2022-12-16,277.77,192.52,Travel,Cash,Hotel booking,-113976.89
2022-12-17,0,1234,Investment Loss,N/A,Loss from poor investments,-115501.16
2022-12-17,277.77,13.53,Food,Cash,Takeout lunch,-115514.69
2022-12-17,277.77,37.41,Groceries,Credit Card,Weekly grocery shopping,-115538.57
2022-12-17,277.77,477.18,Health,Credit Card,Hospital bill,-115978.34
2022-12-18,0,1163,Investment Loss,N/A,Loss from poor investments,-116914.51
2022-12-18,277.77,482.96,Health,Cash,Doctor appointment,-117397.47
2022-12-18,277.77,32.72,Miscellaneous,Credit Card,Gift for friend,-116947.23
2022-12-19,0,1336,Investment Loss,N/A,Loss from poor investments,-118488.42
2022-12-19,277.77,17.05,Food,Amazon Pay,Dinner from restaurant,-118505.47
2022-12-19,277.77,39.32,Groceries,Google Pay,Weekly grocery shopping,-118527.74
2022-12-19,277.77,172.4,Health,Credit Card,Hospital bill,-118660.82
2022-12-19,277.77,274.08,Travel,Amazon Pay,Hotel booking,-118762.5
2022-12-20,0,699,Investment Loss,N/A,Loss from poor investments,-119412.5
2022-12-20,277.77,14.85,Food,Cash,Dinner from restaurant,-119427.35
2022-12-20,277.77,45.8,Gas,Cash,Gas refill for car,-119458.3
2022-12-20,277.77,304.68,Health,Cash,Doctor appointment,-119717.18
2022-12-20,277.77,22.58,Miscellaneous,Credit Card,Gift for friend,-119435.08
2022-12-21,0,1194,Investment Loss,N/A,Loss from poor investments,-120716.64
2022-12-21,277.77,1029.99,Rent + Utilities,Amazon Pay,Utilities payment,-121746.63
2022-12-21,277.77,32.59,Groceries,Amazon Pay,Weekly grocery shopping,-120749.23
2022-12-21,277.77,17.57,Subscriptions,Google Pay,Spotify Premium,-120734.21
2022-12-22,0,1352,Investment Loss,N/A,Loss from poor investments,-122871.02
2022-12-22,277.77,567.27,Health,Credit Card,Doctor appointment,-123438.29
2022-12-22,277.77,20.97,Subscriptions,Credit Card,Spotify Premium,-122891.99
2022-12-23,0,939,Investment Loss,N/A,Loss from poor investments,-124120.49
2022-12-23,277.77,17.42,Food,Credit Card,Takeout lunch,-124137.91
2022-12-23,277.77,43.5,Gas,Cash,Gas refill for car,-124163.99
2022-12-23,277.77,19.45,Subscriptions,Credit Card,Netflix subscription,-124139.94
2022-12-23,277.77,12.34,Miscellaneous,Amazon Pay,Gift for friend,-124132.83
2022-12-24,0,1219,Investment Loss,N/A,Loss from poor investments,-125154.43
2022-12-24,277.77,1027.96,Rent + Utilities,Credit Card,Monthly rent,-126182.39
2022-12-24,277.77,11.73,Food,Credit Card,Takeout lunch,-125166.16
2022-12-24,277.77,43.31,Gas,Cash,Gas refill for car,-125197.74
2022-12-25,0,644,Investment Loss,N/A,Loss from poor investments,-126603.66
2022-12-25,277.77,1031.55,Rent + Utilities,Credit Card,Monthly rent,-127635.21
2022-12-25,277.77,18.71,Food,Google Pay,Breakfast at diner,-126622.37
2022-12-25,277.77,57.63,Gas,Google Pay,Gas refill for car,-126661.29
2022-12-25,277.77,27.13,Subscriptions,Cash,Spotify Premium,-126630.79
2022-12-26,0,834,Investment Loss,N/A,Loss from poor investments,-128294.91
2022-12-26,277.77,11.3,Food,Credit Card,Takeout lunch,-128306.21
2022-12-26,277.77,14.74,Subscriptions,Amazon Pay,Spotify Premium,-128309.65
2022-12-26,277.77,71.36,Travel,Google Pay,Vacation flight tickets,-128366.27
2022-12-27,0,1333,Investment Loss,N/A,Loss from poor investments,-129447.54
2022-12-27,277.77,1035.21,Rent + Utilities,Google Pay,Utilities payment,-130482.75
2022-12-27,277.77,36.35,Groceries,Cash,Restocking pantry items,-129483.89
2022-12-27,277.77,446.4,Health,Google Pay,Doctor appointment,-129893.94
2022-12-28,0,1387,Investment Loss,N/A,Loss from poor investments,-132074.73
2022-12-28,277.77,18.53,Food,Cash,Breakfast at diner,-132093.26
2022-12-29,0,792,Investment Loss,N/A,Loss from poor investments,-132607.49
2022-12-29,277.77,19.0,Food,Cash,Breakfast at diner,-132626.49
2022-12-30,0,763,Investment Loss,N/A,Loss from poor investments,-133111.72
2022-12-30,277.77,12.53,Food,Credit Card,Dinner from restaurant,-133124.25
2022-12-30,277.77,89.2,Groceries,Cash,Weekly grocery shopping,-133200.92
2022-12-30,277.77,500.29,Health,Cash,Doctor appointment,-133612.01
2022-12-30,277.77,85.22,Travel,Cash,Vacation flight tickets,-133196.94
2022-12-31,0,836,Investment Loss,N/A,Loss from poor investments,-134357.19
2022-12-31,277.77,1038.8,Rent + Utilities,Cash,Monthly rent,-135395.99
2022-12-31,277.77,15.97,Food,Credit Card,Takeout lunch,-134373.16
2022-12-31,277.77,59.5,Gas,Google Pay,Gas refill for car,-134416.69
2022-12-31,277.77,506.94,Health,Google Pay,Doctor appointment,-134864.13
2022-12-31,277.77,274.07,Travel,Credit Card,Hotel booking,-134631.26
2023-01-01,277.77,98.54,Travel,Google Pay,Vacation flight tickets,-127740.14
2023-01-02,277.77,1029.89,Rent + Utilities,Google Pay,Utilities payment,-128492.26
2023-01-02,277.77,19.36,Food,Amazon Pay,Breakfast at diner,-127481.73
2023-01-02,277.77,48.52,Groceries,Credit Card,Weekly grocery shopping,-127510.89
2023-01-02,277.77,26.27,Subscriptions,Cash,Amazon Prime,-127488.64
2023-01-02,277.77,59.0,Travel,Google Pay,Vacation flight tickets,-127521.37
2023-01-02,277.77,48.2,Miscellaneous,Google Pay,Bought a book,-127510.57
2023-01-03,277.77,35.67,Groceries,Credit Card,Weekly grocery shopping,-128451.51
2023-01-03,277.77,269.11,Health,Google Pay,Doctor appointment,-128684.95
2023-01-03,277.77,17.94,Subscriptions,Credit Card,Amazon Prime,-128433.78
2023-01-03,277.77,20.9,Miscellaneous,Credit Card,Bought a book,-128436.74
2023-01-04,277.77,1023.61,Rent + Utilities,Cash,Utilities payment,-129505.3
2023-01-04,277.77,46.53,Groceries,Google Pay,Weekly grocery shopping,-128528.22
2023-01-04,277.77,16.18,Subscriptions,Cash,Amazon Prime,-128497.87
2023-01-04,277.77,138.01,Travel,Credit Card,Hotel booking,-128619.7
2023-01-05,277.77,42.67,Gas,Amazon Pay,Gas refill for car,-129470.92
2023-01-05,277.77,18.05,Subscriptions,Google Pay,Spotify Premium,-129446.3
2023-01-05,277.77,29.04,Miscellaneous,Amazon Pay,Bought a book,-129457.29
2023-01-06,277.77,1024.14,Rent + Utilities,Cash,Monthly rent,-130264.38
2023-01-06,277.77,18.26,Subscriptions,Credit Card,Amazon Prime,-129258.5
2023-01-07,277.77,1022.01,Rent + Utilities,Credit Card,Utilities payment,-131026.88
2023-01-07,277.77,40.62,Gas,Amazon Pay,Gas refill for car,-130045.49
2023-01-07,277.77,23.36,Miscellaneous,Credit Card,Gift for friend,-130028.23
2023-01-08,277.77,1026.37,Rent + Utilities,Credit Card,Monthly rent,-131839.46
2023-01-08,277.77,25.59,Subscriptions,Cash,Netflix subscription,-130838.68
2023-01-08,277.77,285.28,Travel,Cash,Vacation flight tickets,-131098.37
2023-01-09,277.77,1030.45,Rent + Utilities,Credit Card,Utilities payment,-132903.01
2023-01-09,277.77,19.2,Food,Cash,Dinner from restaurant,-131891.76
2023-01-09,277.77,144.28,Travel,Cash,Vacation flight tickets,-132016.84
2023-01-09,277.77,29.01,Miscellaneous,Google Pay,Bought a book,-131901.57
2023-01-10,277.77,44.22,Gas,Amazon Pay,Gas refill for car,-132861.95
2023-01-10,277.77,299.2,Travel,Amazon Pay,Vacation flight tickets,-133116.93
2023-01-10,277.77,33.7,Miscellaneous,Credit Card,Gift for friend,-132851.43
2023-01-11,277.77,14.95,Food,Google Pay,Breakfast at diner,-132932.03
2023-01-11,277.77,93.63,Groceries,Cash,Weekly grocery shopping,-133010.71
2023-01-11,277.77,27.98,Subscriptions,Cash,Spotify Premium,-132945.06
2023-01-12,277.77,11.57,Food,Amazon Pay,Takeout lunch,-132787.44
2023-01-12,277.77,25.81,Miscellaneous,Amazon Pay,Gift for friend,-132801.68
2023-01-13,277.77,11.7,Food,Cash,Breakfast at diner,-132547.18
2023-01-13,277.77,480.92,Health,Cash,Hospital bill,-133016.4
2023-01-13,277.77,16.57,Subscriptions,Google Pay,Netflix subscription,-132552.05
2023-01-14,277.77,53.18,Gas,Credit Card,Gas refill for car,-132820.08
2023-01-14,277.77,155.48,Health,Amazon Pay,Hospital bill,-132922.38
2023-01-15,277.77,1038.36,Rent + Utilities,Cash,Monthly rent,-133736.15
2023-01-15,277.77,17.99,Food,Credit Card,Takeout lunch,-132715.78
2023-01-15,277.77,50.99,Gas,Cash,Gas refill for car,-132748.78
2023-01-15,277.77,26.06,Subscriptions,Cash,Spotify Premium,-132723.85
2023-01-16,277.77,1028.37,Rent + Utilities,Cash,Utilities payment,-134581.79
2023-01-16,277.77,50.15,Gas,Cash,Gas refill for car,-133603.57
2023-01-16,277.77,96.34,Groceries,Google Pay,Weekly grocery shopping,-133649.76
2023-01-16,277.77,19.92,Subscriptions,Amazon Pay,Amazon Prime,-133573.34
2023-01-16,277.77,161.42,Travel,Google Pay,Vacation flight tickets,-133714.84
2023-01-17,277.77,16.82,Food,Cash,Dinner from restaurant,-134648.67
2023-01-17,277.77,43.71,Gas,Credit Card,Gas refill for car,-134675.56
2023-01-17,277.77,42.01,Groceries,Amazon Pay,Restocking pantry items,-134673.86
2023-01-17,277.77,28.88,Subscriptions,Amazon Pay,Amazon Prime,-134660.73
2023-01-17,277.77,93.93,Travel,Amazon Pay,Vacation flight tickets,-134725.78
2023-01-18,277.77,19.69,Food,Amazon Pay,Dinner from restaurant,-134599.12
2023-01-18,277.77,40.44,Gas,Google Pay,Gas refill for car,-134619.87
2023-01-18,277.77,33.58,Groceries,Google Pay,Weekly grocery shopping,-134613.01
2023-01-18,277.77,228.87,Travel,Google Pay,Vacation flight tickets,-134808.3
2023-01-19,277.77,34.85,Miscellaneous,Credit Card,Bought a book,-134659.09
2023-01-20,277.77,1035.75,Rent + Utilities,Cash,Utilities payment,-135417.07
2023-01-20,277.77,15.96,Food,Google Pay,Takeout lunch,-134397.28
2023-01-20,277.77,26.25,Groceries,Cash,Weekly grocery shopping,-134407.57
2023-01-20,277.77,120.76,Health,Google Pay,Doctor appointment,-134502.08
2023-01-20,277.77,15.66,Subscriptions,Cash,Netflix subscription,-134396.98
2023-01-20,277.77,78.12,Travel,Cash,Hotel booking,-134459.44
2023-01-21,277.77,60.86,Groceries,Cash,Weekly grocery shopping,-135456.91
2023-01-21,277.77,28.06,Subscriptions,Cash,Spotify Premium,-135424.11
2023-01-21,277.77,279.43,Travel,Google Pay,Hotel booking,-135675.48
2023-01-21,277.77,36.24,Miscellaneous,Cash,Gift for friend,-135432.29
2023-01-22,277.77,11.88,Food,Google Pay,Breakfast at diner,-135534.75
2023-01-22,277.77,91.37,Groceries,Google Pay,Restocking pantry items,-135614.24
2023-01-23,277.77,16.81,Food,Amazon Pay,Breakfast at diner,-135365.16
2023-01-23,277.77,40.2,Gas,Google Pay,Gas refill for car,-135388.55
2023-01-23,277.77,541.43,Health,Google Pay,Doctor appointment,-135889.78
2023-01-24,277.77,20.3,Miscellaneous,Cash,Gift for friend,-135689.32
2023-01-25,277.77,1038.84,Rent + Utilities,Amazon Pay,Utilities payment,-136450.39
2023-01-25,277.77,33.22,Groceries,Credit Card,Weekly grocery shopping,-135444.77
2023-01-25,277.77,21.14,Subscriptions,Cash,Netflix subscription,-135432.69
2023-01-25,277.77,285.9,Travel,Cash,Hotel booking,-135697.45
2023-01-26,277.77,16.07,Subscriptions,Google Pay,Amazon Prime,-136528.95
2023-01-26,277.77,245.05,Travel,Cash,Vacation flight tickets,-136757.93
2023-01-27,277.77,17.21,Food,Amazon Pay,Breakfast at diner,-136513.44
2023-01-27,277.77,31.78,Groceries,Credit Card,Weekly grocery shopping,-136528.01
2023-01-28,277.77,1035.9,Rent + Utilities,Cash,Utilities payment,-137303.35
2023-01-28,277.77,17.91,Food,Credit Card,Dinner from restaurant,-136285.36
2023-01-28,277.77,43.21,Gas,Google Pay,Gas refill for car,-136310.66
2023-01-28,277.77,36.76,Groceries,Credit Card,Weekly grocery shopping,-136304.21
2023-01-28,277.77,556.7,Health,Credit Card,Hospital bill,-136824.15
2023-01-28,277.77,26.07,Subscriptions,Google Pay,Amazon Prime,-136293.52
2023-01-29,277.77,1027.74,Rent + Utilities,Credit Card,Monthly rent,-138733.97
2023-01-29,277.77,11.29,Food,Amazon Pay,Breakfast at diner,-137717.52
2023-01-29,277.77,53.12,Gas,Google Pay,Gas refill for car,-137759.35
2023-01-29,277.77,99.79,Groceries,Credit Card,Restocking pantry items,-137806.02
2023-01-29,277.77,121.56,Travel,Google Pay,Vacation flight tickets,-137827.79
2023-01-30,277.77,1039.97,Rent + Utilities,Cash,Monthly rent,-139781.93
2023-01-30,277.77,258.47,Health,Credit Card,Hospital bill,-139000.43
2023-01-30,277.77,72.62,Travel,Google Pay,Vacation flight tickets,-138814.58
2023-01-30,277.77,15.33,Miscellaneous,Google Pay,Gift for friend,-138757.29
2023-01-31,277.77,26.28,Subscriptions,Credit Card,Amazon Prime,-139876.86
2023-01-31,277.77,120.2,Travel,Google Pay,Hotel booking,-139970.78
2023-02-01,277.77,49.53,Groceries,Credit Card,Weekly grocery shopping,-131435.72
2023-02-01,277.77,219.69,Health,Amazon Pay,Hospital bill,-131605.88
2023-02-02,277.77,1037.39,Rent + Utilities,Google Pay,Utilities payment,-132415.03
2023-02-02,277.77,57.35,Groceries,Google Pay,Restocking pantry items,-131434.99
2023-02-02,277.77,428.45,Health,Google Pay,Hospital bill,-131806.09
2023-02-02,277.77,29.24,Subscriptions,Credit Card,Netflix subscription,-131406.88
2023-02-03,277.77,204.84,Health,Amazon Pay,Doctor appointment,-132857.14
2023-02-03,277.77,14.46,Subscriptions,Google Pay,Spotify Premium,-132666.76
2023-02-04,277.77,1022.71,Rent + Utilities,Google Pay,Utilities payment,-133616.54
2023-02-04,277.77,41.69,Groceries,Cash,Weekly grocery shopping,-132635.52
2023-02-04,277.77,154.7,Health,Credit Card,Doctor appointment,-132748.53
2023-02-04,277.77,204.61,Travel,Cash,Vacation flight tickets,-132798.44
2023-02-04,277.77,21.83,Miscellaneous,Credit Card,Gift for friend,-132615.66
2023-02-05,277.77,11.84,Food,Amazon Pay,Takeout lunch,-133773.44
2023-02-05,277.77,58.94,Gas,Cash,Gas refill for car,-133820.54
2023-02-05,277.77,20.99,Subscriptions,Amazon Pay,Netflix subscription,-133782.59
2023-02-05,277.77,30.04,Miscellaneous,Credit Card,Bought a book,-133791.64
2023-02-06,277.77,29.83,Subscriptions,Cash,Amazon Prime,-133635.47
2023-02-06,277.77,33.57,Miscellaneous,Cash,Bought a book,-133639.21
2023-02-07,277.77,1036.6,Rent + Utilities,Credit Card,Utilities payment,-134427.87
2023-02-07,277.77,15.53,Food,Google Pay,Takeout lunch,-133406.8
2023-02-07,277.77,57.32,Gas,Amazon Pay,Gas refill for car,-133448.59
2023-02-07,277.77,372.55,Health,Amazon Pay,Doctor appointment,-133763.82
2023-02-08,277.77,214.31,Health,Credit Card,Hospital bill,-134809.81
2023-02-08,277.77,251.68,Travel,Google Pay,Vacation flight tickets,-134847.18
2023-02-08,277.77,18.55,Miscellaneous,Credit Card,Bought a book,-134614.05
2023-02-09,277.77,14.53,Food,Google Pay,Dinner from restaurant,-134816.8
2023-02-09,277.77,58.69,Gas,Google Pay,Gas refill for car,-134860.96
2023-02-09,277.77,33.79,Groceries,Amazon Pay,Weekly grocery shopping,-134836.06
2023-02-09,277.77,14.12,Subscriptions,Google Pay,Amazon Prime,-134816.39
2023-02-09,277.77,56.45,Travel,Google Pay,Vacation flight tickets,-134858.72
2023-02-09,277.77,12.62,Miscellaneous,Credit Card,Bought a book,-134814.89
2023-02-10,247,0,Monetary Gift,N/A,Received a gift,-134467.7
2023-02-10,277.77,15.63,Food,Amazon Pay,Breakfast at diner,-134483.33
2023-02-10,277.77,59.15,Gas,Amazon Pay,Gas refill for car,-134526.85
2023-02-10,277.77,47.31,Groceries,Credit Card,Weekly grocery shopping,-134515.01
2023-02-11,277.77,35.94,Miscellaneous,Cash,Gift for friend,-134347.96
2023-02-12,277.77,16.76,Food,Amazon Pay,Takeout lunch,-134086.95
2023-02-12,277.77,23.09,Subscriptions,Cash,Netflix subscription,-134093.28
2023-02-12,277.77,20.16,Miscellaneous,Google Pay,Gift for friend,-134090.35
2023-02-13,277.77,1038.48,Rent + Utilities,Cash,Monthly rent,-134890.91
2023-02-13,277.77,14.69,Subscriptions,Credit Card,Netflix subscription,-133867.12
2023-02-13,277.77,49.48,Miscellaneous,Cash,Gift for friend,-133901.91
2023-02-14,277.77,11.12,Food,Google Pay,Dinner from restaurant,-134688.43
2023-02-14,277.77,76.0,Groceries,Google Pay,Restocking pantry items,-134753.31
2023-02-14,277.77,164.97,Travel,Credit Card,Hotel booking,-134842.28
2023-02-14,277.77,39.65,Miscellaneous,Amazon Pay,Bought a book,-134716.96
